account_id,D_total_count,D_Total_Years,D_monthly_average,D_min_val,D_max_val,D_count_of_the_mode,D_amount_mode,pension,base_salary,peak_salary
458,45,3,18161.5529,1100,25278,35,16852,NULL,NULL,NULL
459,22,4,995.6522,100,13400,2,2000,NULL,NULL,NULL
460,1,0,NULL,1100,1100,0,,5922,NULL,NULL
461,1,0,NULL,600,600,0,,6388,NULL,NULL
462,65,5,22478.8625,200,31163,50,20775,NULL,NULL,NULL
463,46,4,25269.8630,700,34185,36,22790,NULL,NULL,NULL
464,1,0,NULL,600,600,0,,5264,NULL,NULL
465,26,4,1429.4118,100,6800,3,1200,NULL,12785,19178
466,25,3,2270.5882,200,15000,2,3000,NULL,NULL,NULL
467,81,5,11928.5354,400,15374,52,10249,NULL,NULL,NULL
468,35,3,24687.7756,400,34020,27,22680,NULL,NULL,NULL
469,22,1,5528.2031,600,12100,14,4008,NULL,NULL,NULL
470,77,5,9536.2129,300,11872,47,7915,NULL,NULL,NULL
471,56,4,11533.2009,200,14962,35,9975,NULL,NULL,NULL
472,2,2,114.2857,300,2100,0,,NULL,49201,73802
473,28,2,13060.5792,1100,17451,21,11634,NULL,NULL,NULL
474,17,3,1444.4444,600,9500,2,900,NULL,3451,3451
475,1,0,NULL,200,200,0,,4319,NULL,NULL
476,10,2,1835.0000,1000,9100,0,,NULL,NULL,NULL
477,73,6,17654.8045,900,24588,59,16392,NULL,NULL,NULL
478,55,4,25422.2498,400,35496,44,23664,NULL,NULL,NULL
479,1,0,NULL,1100,1100,0,,NULL,3097,3097
480,24,2,26698.5526,500,36494,19,24329,NULL,NULL,NULL
481,1,0,NULL,700,700,0,,6633,NULL,NULL
483,1,0,NULL,1000,1000,0,,NULL,2911,2911
484,52,4,10457.9323,600,14114,39,9409,NULL,NULL,NULL
485,123,6,38453.2037,300,49764,2,13900,NULL,NULL,NULL
486,62,3,8430.1070,100,46073,37,1900,NULL,NULL,NULL
487,46,3,26091.3684,900,48599,0,,NULL,NULL,NULL
488,23,2,2123.3333,200,10400,2,5300,NULL,NULL,NULL
489,70,6,17674.0620,200,24537,55,16358,NULL,NULL,NULL
490,1,0,NULL,500,500,0,,NULL,3063,3063
491,32,3,21674.9841,600,30032,25,20021,NULL,NULL,NULL
492,72,5,6439.6930,200,11500,52,5553,NULL,NULL,NULL
493,59,5,18769.8243,800,25694,47,17129,NULL,NULL,NULL
494,93,6,30924.4097,400,49088,2,2700,NULL,NULL,NULL
496,103,6,7336.5498,100,10700,58,5404,NULL,NULL,NULL
497,70,6,23157.5629,400,32330,56,21553,NULL,NULL,NULL
498,69,5,23671.9794,300,31353,50,20902,NULL,NULL,NULL
500,43,2,34594.6336,200,49963,2,1000,NULL,NULL,NULL
501,57,3,34368.1341,200,49656,0,,NULL,NULL,NULL
502,8,1,2123.0769,600,9900,0,,NULL,3747,3747
503,31,2,16311.2778,700,21804,24,14536,NULL,NULL,NULL
504,1,0,NULL,1100,1100,0,,NULL,3463,3463
505,1,0,NULL,300,300,0,,NULL,3332,3332
506,33,2,18433.4086,400,24960,25,16640,NULL,NULL,NULL
507,35,2,6649.1749,600,10000,25,5319,NULL,NULL,NULL
508,14,2,1310.0000,100,8900,3,100,NULL,3975,3975
509,18,1,17066.1807,500,22786,13,15191,NULL,NULL,NULL
510,69,6,24738.0710,600,48833,2,600,NULL,NULL,NULL
511,23,2,18420.9055,300,46970,0,,NULL,NULL,NULL
512,25,2,23588.7626,800,32680,19,21787,NULL,NULL,NULL
513,41,2,15522.9893,400,17793,20,11862,NULL,NULL,NULL
514,35,3,13496.5653,900,18322,27,12215,NULL,NULL,NULL
515,1,0,NULL,200,200,0,,4126,NULL,NULL
516,1,0,NULL,500,500,0,,6747,NULL,NULL
517,66,5,25846.4638,1100,35632,52,23755,NULL,NULL,NULL
518,1,0,NULL,200,200,0,,5836,NULL,NULL
519,1,0,NULL,200,200,0,,6987,NULL,NULL
520,1,0,NULL,1000,1000,0,,NULL,3498,3498
521,96,3,67051.6865,500,49372,0,,NULL,NULL,NULL
522,41,3,12008.9834,400,16224,30,10816,NULL,NULL,NULL
523,68,5,12831.7831,300,17762,53,11841,NULL,NULL,NULL
524,58,5,21116.9021,1000,29116,46,19411,NULL,NULL,NULL
525,45,3,28126.5119,300,49522,0,,NULL,NULL,NULL
526,33,2,17515.3008,400,24194,24,16129,NULL,NULL,NULL
528,1,0,NULL,300,300,0,,4568,NULL,NULL
529,25,1,8049.3671,700,9400,13,5016,NULL,NULL,NULL
530,2,1,181.2500,600,2300,0,,NULL,24802,37203
531,1,0,NULL,1000,1000,0,,NULL,3216,3216
532,65,3,42384.4454,900,49781,0,,NULL,NULL,NULL
533,50,4,8792.6276,300,11716,36,7811,NULL,NULL,NULL
534,22,2,16057.8445,800,20847,15,13898,NULL,NULL,NULL
535,56,5,22404.0614,800,31010,45,20673,NULL,NULL,NULL
536,1,0,NULL,900,900,0,,5012,NULL,NULL
537,1,0,NULL,500,500,0,,6080,NULL,NULL
538,1,0,NULL,800,800,0,,4039,NULL,NULL
539,95,6,28742.7746,200,49504,2,2000,NULL,NULL,NULL
540,143,5,9221.4029,300,49850,63,1200,NULL,NULL,NULL
541,67,5,21584.3673,200,30159,53,20106,NULL,NULL,NULL
542,1,0,NULL,900,900,0,,4125,NULL,NULL
543,17,3,1053.8462,100,9700,2,3000,NULL,3583,3583
544,13,3,1690.4762,400,9800,0,,NULL,22789,34184
545,67,5,12682.8548,500,17169,50,11446,NULL,NULL,NULL
546,1,0,NULL,1100,1100,0,,4410,NULL,NULL
547,1,0,NULL,900,900,0,,NULL,3410,3410
548,1,0,NULL,200,200,0,,6444,NULL,NULL
549,27,2,15589.5442,500,21052,20,14035,NULL,NULL,NULL
550,1,0,NULL,200,200,0,,5880,NULL,NULL
551,88,6,5529.6141,100,44584,68,1600,NULL,NULL,NULL
552,1,0,NULL,900,900,0,,5145,NULL,NULL
553,115,4,6249.6204,200,37298,44,800,NULL,NULL,NULL
554,87,3,6542.7815,300,33568,35,1600,NULL,NULL,NULL
555,68,6,24386.9941,300,34002,55,22668,NULL,NULL,NULL
556,20,1,20802.9791,500,27903,15,18602,NULL,NULL,NULL
557,1,0,NULL,600,600,0,,NULL,3075,3075
558,44,2,10561.7162,100,12504,25,8336,NULL,NULL,NULL
559,1,0,NULL,300,300,0,,5672,NULL,NULL
560,54,3,11202.4481,500,14444,33,9629,NULL,NULL,NULL
561,1,0,NULL,400,400,0,,6082,NULL,NULL
562,170,6,9363.6475,100,49169,140,1900,NULL,NULL,NULL
563,79,5,10402.0988,100,14052,54,9368,NULL,NULL,NULL
564,13,1,21006.7797,1100,28475,10,18983,NULL,NULL,NULL
565,1,0,NULL,700,700,0,,5264,NULL,NULL
566,27,1,52801.8932,700,49883,0,,NULL,NULL,NULL
567,62,2,7453.0778,500,42784,30,600,NULL,NULL,NULL
568,48,4,13494.6080,100,18446,37,12297,NULL,NULL,NULL
569,15,2,1748.0000,100,14600,2,800,NULL,3111,3111
570,29,2,10580.8921,800,14115,20,9410,NULL,NULL,NULL
571,1,0,NULL,200,200,0,,4883,NULL,NULL
572,61,5,21586.4651,700,29703,47,19802,NULL,NULL,NULL
573,19,2,15490.2567,500,46661,2,9700,NULL,NULL,NULL
574,8,5,1101.5873,600,17300,0,,NULL,40486,60729
575,64,5,10175.9145,200,13692,46,9128,NULL,NULL,NULL
576,1,0,NULL,900,900,0,,6207,NULL,NULL
577,59,4,13018.5947,200,17656,42,11771,NULL,NULL,NULL
578,2,0,2800.0000,900,1900,0,,NULL,18987,28480
579,17,1,7840.9392,900,8632,10,5755,NULL,NULL,NULL
580,41,3,9726.4516,300,11895,25,7930,NULL,NULL,NULL
581,1,0,NULL,500,500,0,,4890,NULL,NULL
582,1,0,NULL,1100,1100,0,,4218,NULL,NULL
584,4,0,2283.3333,200,9400,0,,NULL,3454,3454
585,9,1,3236.3636,100,12200,0,,NULL,NULL,NULL
586,65,4,7078.0758,300,49632,45,1200,NULL,NULL,NULL
587,20,2,1743.3333,200,11400,2,3300,NULL,NULL,NULL
588,85,6,8617.4929,100,11451,57,7634,NULL,NULL,NULL
589,22,2,23001.5593,700,30407,16,20271,NULL,NULL,NULL
590,36,3,13421.9291,1100,18132,28,12088,NULL,NULL,NULL
591,1,0,NULL,700,700,0,,4182,NULL,NULL
592,1,0,NULL,300,300,0,,5753,NULL,NULL
593,32,2,15400.1259,800,20817,24,13878,NULL,NULL,NULL
594,1,0,NULL,500,500,0,,NULL,3081,3081
595,41,2,41763.6414,200,49263,0,,NULL,NULL,NULL
596,62,4,20745.9804,700,27200,41,16909,NULL,NULL,NULL
597,62,5,21317.9080,300,29710,50,19807,NULL,NULL,NULL
598,32,2,14117.0526,100,17508,18,11672,NULL,NULL,NULL
599,27,2,13457.3187,600,17750,20,11833,NULL,NULL,NULL
600,25,2,18748.0282,200,25496,17,16997,NULL,NULL,NULL
601,1,0,NULL,300,300,0,,NULL,3345,3345
602,43,3,5615.6035,200,9300,31,4787,NULL,NULL,NULL
603,36,3,14199.6066,300,18423,25,12282,NULL,NULL,NULL
604,64,5,9292.1328,800,12618,50,8412,NULL,NULL,NULL
605,25,2,11732.7071,600,15473,19,10315,NULL,NULL,NULL
606,16,1,27118.7909,600,34536,11,23024,NULL,NULL,NULL
607,1,0,NULL,600,600,0,,NULL,3124,3124
608,1,0,NULL,600,600,0,,4635,NULL,NULL
609,1,0,NULL,700,700,0,,NULL,2956,2956
610,4,4,211.5385,400,9100,0,,NULL,26217,39326
611,1,0,NULL,1000,1000,0,,NULL,3427,3427
612,1,0,NULL,300,300,0,,NULL,2904,2904
613,2,0,8300.0000,600,7700,0,,NULL,12586,18879
614,1,0,NULL,200,200,0,,5767,NULL,NULL
615,1,0,NULL,800,800,0,,NULL,3144,3144
616,1,0,NULL,1100,1100,0,,6846,NULL,NULL
617,3,1,341.1765,200,4200,0,,NULL,26072,39108
618,28,2,27775.7683,700,37344,22,24896,NULL,NULL,NULL
619,58,3,27976.1224,200,48636,0,,NULL,NULL,NULL
620,19,3,1490.6250,300,10900,2,2300,NULL,NULL,NULL
621,32,3,27308.6275,400,36849,25,24566,NULL,NULL,NULL
622,20,1,26521.6111,400,36638,15,24425,NULL,NULL,NULL
623,1,0,NULL,200,200,0,,NULL,3108,3108
624,113,5,44879.2536,700,49862,0,,NULL,NULL,NULL
625,56,3,38638.7153,1000,49777,0,,NULL,NULL,NULL
626,105,5,8561.7581,200,15100,50,5459,NULL,NULL,NULL
627,74,6,24276.5199,600,33524,59,22349,NULL,NULL,NULL
628,86,5,5898.3333,100,7400,50,4543,NULL,NULL,NULL
629,1,0,NULL,500,500,0,,4721,NULL,NULL
630,13,5,520.0000,400,12600,2,600,NULL,3542,3542
631,20,3,1584.3750,200,9700,2,2300,NULL,3592,3592
632,1,0,NULL,400,400,0,,NULL,3200,3200
633,1,0,NULL,700,700,0,,5036,NULL,NULL
635,69,4,35966.4814,200,49634,2,1000,NULL,NULL,NULL
636,1,0,NULL,1000,1000,0,,4584,NULL,NULL
637,7,1,1541.1765,700,9400,0,,NULL,2902,2902
638,44,3,18807.9319,1000,25971,35,17314,NULL,NULL,NULL
639,1,0,NULL,500,500,0,,4373,NULL,NULL
640,1,0,NULL,1100,1100,0,,4337,NULL,NULL
641,20,1,26819.2764,800,36866,15,24577,NULL,NULL,NULL
643,17,1,8843.1618,1100,10652,11,7101,NULL,NULL,NULL
644,1,0,NULL,300,300,0,,NULL,2958,2958
645,38,1,57198.4091,600,49995,0,,NULL,NULL,NULL
646,42,3,10520.0187,100,13954,30,9303,NULL,NULL,NULL
647,22,2,15002.4407,1100,19790,16,13193,NULL,NULL,NULL
648,78,5,21419.0968,600,31900,50,17696,NULL,NULL,NULL
649,78,4,36828.0588,700,49987,0,,NULL,NULL,NULL
650,1,0,NULL,1100,1100,0,,6914,NULL,NULL
651,63,5,21838.4356,1000,30182,50,20121,NULL,NULL,NULL
652,87,6,15667.8189,100,20776,60,13851,NULL,NULL,NULL
653,18,1,16788.1250,500,22758,13,15172,NULL,NULL,NULL
654,1,0,NULL,200,200,0,,6092,NULL,NULL
655,70,6,25533.5718,1000,35438,57,23625,NULL,NULL,NULL
656,32,2,14837.4970,500,20076,23,13384,NULL,NULL,NULL
657,111,5,6947.3911,300,8300,54,4393,NULL,NULL,NULL
658,1,0,NULL,600,600,0,,4655,NULL,NULL
659,11,2,1790.4762,200,12400,0,,NULL,2911,2911
660,43,3,18339.1193,300,24440,29,16293,NULL,NULL,NULL
662,63,4,5815.5778,200,9200,44,5015,NULL,NULL,NULL
664,1,0,NULL,200,200,0,,6559,NULL,NULL
665,57,3,11179.8826,300,13266,33,8844,NULL,NULL,NULL
666,45,3,17108.6400,200,21987,27,14658,NULL,NULL,NULL
669,1,0,NULL,700,700,0,,NULL,2921,2921
671,20,1,6371.7961,300,37522,14,1500,NULL,NULL,NULL
672,13,1,2794.1176,300,15900,0,,NULL,NULL,NULL
673,16,1,18285.3678,900,22437,10,14958,NULL,NULL,NULL
674,1,0,NULL,300,300,0,,4675,NULL,NULL
675,65,3,12711.3344,100,14307,34,9538,NULL,NULL,NULL
676,59,3,6833.1181,100,9700,32,4689,NULL,NULL,NULL
677,17,1,24252.8381,400,32991,12,21994,NULL,NULL,NULL
678,71,5,8386.9565,200,11448,51,7632,NULL,NULL,NULL
679,20,1,18347.6505,800,24792,14,16528,NULL,NULL,NULL
680,20,1,16408.8142,300,21500,14,14333,NULL,NULL,NULL
682,1,0,NULL,800,800,0,,NULL,3021,3021
683,31,2,25216.0481,300,34895,24,23263,NULL,NULL,NULL
684,1,0,NULL,200,200,0,,NULL,2904,2904
685,61,4,30132.2765,200,49210,0,,NULL,NULL,NULL
686,78,6,11724.8939,300,15800,57,10533,NULL,NULL,NULL
687,34,3,14093.7405,200,18947,25,12631,NULL,NULL,NULL
688,24,5,785.4545,300,11900,3,1600,NULL,3764,3764
689,51,3,38304.9483,300,48990,0,,NULL,NULL,NULL
690,33,2,20524.0956,500,28288,24,18859,NULL,NULL,NULL
691,37,3,5751.2366,1100,7520,28,5013,NULL,NULL,NULL
692,29,2,19914.0750,800,26656,22,17771,NULL,NULL,NULL
693,59,4,19141.9537,200,26434,45,17623,NULL,NULL,NULL
694,1,0,NULL,500,500,0,,6318,NULL,NULL
695,34,3,25389.4572,600,34683,26,23122,NULL,NULL,NULL
696,1,0,NULL,700,700,0,,6904,NULL,NULL
697,73,6,23854.0104,200,33101,58,22067,NULL,NULL,NULL
698,31,2,17201.0683,800,22854,22,15236,NULL,NULL,NULL
699,106,5,38869.3114,100,49915,0,,NULL,NULL,NULL
700,82,5,6004.3478,200,9700,45,4144,NULL,NULL,NULL
701,126,6,6595.1709,200,46345,67,300,NULL,NULL,NULL
702,1,0,NULL,800,800,0,,4220,NULL,NULL
703,7,1,2660.0000,300,9800,2,4900,NULL,3459,3459
704,74,6,18891.4602,1000,26216,60,17477,NULL,NULL,NULL
705,24,1,7698.8588,200,9363,14,6242,NULL,NULL,NULL
706,33,3,20169.9367,1000,27273,26,18182,NULL,NULL,NULL
708,15,2,1372.4138,300,10300,2,800,NULL,NULL,NULL
709,66,4,27438.0113,100,49690,2,6100,NULL,NULL,NULL
710,1,0,NULL,200,200,0,,4800,NULL,NULL
711,65,4,12005.4478,300,15846,45,10564,NULL,NULL,NULL
712,40,2,46637.4129,1100,49324,0,,NULL,NULL,NULL
713,1,0,NULL,500,500,0,,5670,NULL,NULL
714,1,0,NULL,600,600,0,,5674,NULL,NULL
715,30,2,17404.4066,500,24172,23,16115,NULL,NULL,NULL
716,52,4,21252.8099,1000,29478,42,19652,NULL,NULL,NULL
717,71,6,21997.2233,400,30561,56,20374,NULL,NULL,NULL
718,59,3,41308.8552,500,49588,0,,NULL,NULL,NULL
719,39,5,1485.2459,100,11400,4,1200,NULL,2987,2987
720,53,3,6966.1452,100,10300,34,5875,NULL,NULL,NULL
721,1,0,NULL,500,500,0,,NULL,3292,3292
722,22,2,25240.6872,500,47545,0,,NULL,NULL,NULL
725,15,2,1175.8621,100,10500,2,3800,NULL,3919,3919
726,76,5,6494.8048,100,8319,49,5546,NULL,NULL,NULL
727,9,1,3090.9091,400,12300,0,,NULL,NULL,NULL
728,44,3,9118.0505,300,12110,30,8073,NULL,NULL,NULL
729,1,0,NULL,900,900,0,,NULL,3080,3080
730,115,5,44709.1420,800,49669,2,11700,NULL,NULL,NULL
731,1,0,NULL,600,600,0,,4059,NULL,NULL
732,32,3,18916.5755,600,25400,25,16933,NULL,NULL,NULL
733,75,4,46111.6141,700,49440,0,,NULL,NULL,NULL
734,1,0,NULL,300,300,0,,NULL,3410,3410
735,1,0,NULL,500,500,0,,6048,NULL,NULL
736,1,0,NULL,500,500,0,,4031,NULL,NULL
737,1,0,NULL,700,700,0,,4497,NULL,NULL
738,68,5,25174.1846,300,35020,55,23347,NULL,NULL,NULL
739,35,3,25545.9600,400,35418,27,23612,NULL,NULL,NULL
740,29,5,1200.0000,100,13800,2,2300,NULL,NULL,NULL
741,109,4,9499.3255,500,48926,53,1300,NULL,NULL,NULL
742,1,0,NULL,400,400,0,,4263,NULL,NULL
743,1,0,NULL,500,500,0,,4440,NULL,NULL
744,1,0,NULL,400,400,0,,5740,NULL,NULL
745,1,0,NULL,1100,1100,0,,4738,NULL,NULL
746,1,0,NULL,500,500,0,,5178,NULL,NULL
747,102,5,5685.2308,300,10400,54,4009,NULL,NULL,NULL
748,105,6,12651.5280,100,18900,56,9738,NULL,NULL,NULL
749,28,2,10639.3780,600,12382,17,8255,NULL,NULL,NULL
750,70,5,18207.2613,400,25236,52,16824,NULL,NULL,NULL
751,1,0,NULL,900,900,0,,4350,NULL,NULL
752,25,2,12749.0058,700,17258,19,11505,NULL,NULL,NULL
753,1,0,NULL,1100,1100,0,,6661,NULL,NULL
754,1,0,NULL,800,800,0,,6248,NULL,NULL
755,17,1,27983.1818,900,37020,12,24680,NULL,NULL,NULL
756,39,4,2014.8936,200,9800,3,3500,NULL,NULL,NULL
757,75,5,8574.1218,100,11622,54,7748,NULL,NULL,NULL
758,8,1,3163.6364,800,12600,2,800,NULL,NULL,NULL
759,44,5,1987.6923,300,10700,3,2400,NULL,2928,2928
760,21,2,12290.8556,300,16046,15,10697,NULL,NULL,NULL
761,36,5,1760.7143,100,12800,2,4700,NULL,NULL,NULL
762,1,0,NULL,900,900,0,,5984,NULL,NULL
763,65,4,13127.7056,500,16689,38,11126,NULL,NULL,NULL
764,1,0,NULL,1100,1100,0,,6238,NULL,NULL
765,41,2,6123.4250,100,41078,24,600,NULL,NULL,NULL
766,38,3,22297.5544,100,30092,26,20061,NULL,NULL,NULL
767,47,4,20475.8222,200,28182,37,18788,NULL,NULL,NULL
768,30,1,6810.5133,200,6600,15,4221,NULL,NULL,NULL
770,33,2,10719.7037,100,14086,22,9391,NULL,NULL,NULL
771,37,3,21803.8513,700,30024,29,20016,NULL,NULL,NULL
772,72,6,25766.8230,500,36014,59,24009,NULL,NULL,NULL
773,79,5,14432.9491,600,19341,55,12894,NULL,NULL,NULL
774,166,6,7715.6925,100,49556,134,1200,NULL,NULL,NULL
775,51,4,21839.7522,300,30429,40,20286,NULL,NULL,NULL
776,32,3,21224.4872,700,29184,25,19456,NULL,NULL,NULL
777,25,1,56369.1453,300,49952,0,,NULL,NULL,NULL
778,18,2,2207.6923,100,14100,0,,NULL,NULL,NULL
779,30,2,17202.4408,300,23526,23,15684,NULL,NULL,NULL
780,34,3,22252.4532,600,30328,26,20219,NULL,NULL,NULL
781,1,0,NULL,700,700,0,,NULL,3081,3081
782,16,1,28259.9263,500,36890,11,24593,NULL,NULL,NULL
783,1,0,NULL,1000,1000,0,,4864,NULL,NULL
784,59,5,24870.0706,200,34596,46,23064,NULL,NULL,NULL
785,6,1,784.6154,300,4900,2,1600,NULL,26015,39022
786,42,3,18843.5004,900,26201,33,17467,NULL,NULL,NULL
787,73,5,7691.2095,400,10164,50,6776,NULL,NULL,NULL
788,1,0,NULL,900,900,0,,5473,NULL,NULL
789,53,4,6490.9324,200,8538,39,5692,NULL,NULL,NULL
790,91,6,27546.7996,300,49798,0,,NULL,NULL,NULL
791,1,0,NULL,700,700,0,,4854,NULL,NULL
792,6,1,2500.0000,200,9600,0,,NULL,3599,3599
793,1,0,NULL,800,800,0,,NULL,3401,3401
794,1,0,NULL,900,900,0,,NULL,3022,3022
795,79,4,7564.0822,800,14300,39,4464,NULL,NULL,NULL
796,18,2,8868.5000,300,49166,2,700,NULL,NULL,NULL
797,1,0,NULL,900,900,0,,NULL,34263,51394
798,20,2,1786.6667,100,10800,2,1600,NULL,3273,3273
799,16,3,1290.3226,200,11400,2,1200,NULL,NULL,NULL
800,8,1,2916.6667,600,13200,0,,NULL,3753,3753
801,22,1,7330.4142,100,9096,14,6064,NULL,NULL,NULL
802,1,0,NULL,300,300,0,,5376,NULL,NULL
803,56,3,32200.6805,500,49286,2,1700,NULL,NULL,NULL
804,44,3,9824.4337,500,12008,28,8005,NULL,NULL,NULL
805,7,2,1620.0000,100,12400,0,,NULL,14244,21366
806,1,0,NULL,300,300,0,,NULL,3447,3447
807,23,3,3204.8780,800,10800,3,5800,NULL,20229,30344
808,44,3,16572.1131,200,23130,35,15420,NULL,NULL,NULL
809,37,3,21179.7788,900,29427,30,19618,NULL,NULL,NULL
810,1,0,NULL,200,200,0,,4798,NULL,NULL
811,2,0,66.6667,100,300,0,,NULL,31030,46545
812,31,2,21778.6691,1000,29324,23,19549,NULL,NULL,NULL
813,13,5,498.4615,500,6300,2,1800,NULL,12154,18231
814,1,0,NULL,300,300,0,,6760,NULL,NULL
815,1,0,NULL,300,300,0,,NULL,2924,2924
816,118,5,43073.1288,200,48708,2,500,NULL,NULL,NULL
817,58,5,23092.0952,200,32082,47,21388,NULL,NULL,NULL
819,47,4,20938.4199,600,28862,36,19241,NULL,NULL,NULL
820,50,3,13989.8322,100,17060,31,11373,NULL,NULL,NULL
821,11,3,848.4848,300,10400,2,900,NULL,3901,3901
822,1,0,NULL,500,500,0,,6911,NULL,NULL
823,1,0,NULL,1100,1100,0,,NULL,3284,3284
824,46,3,9996.7839,100,12165,27,8110,NULL,NULL,NULL
825,48,3,18437.5174,100,23817,28,15878,NULL,NULL,NULL
826,32,2,9940.1387,700,12567,22,8378,NULL,NULL,NULL
827,1,0,NULL,1000,1000,0,,NULL,3391,3391
828,27,2,15029.1045,200,19917,19,13278,NULL,NULL,NULL
829,1,0,NULL,800,800,0,,NULL,3181,3181
830,72,6,17834.4857,200,24935,58,16623,NULL,NULL,NULL
831,1,0,NULL,1000,1000,0,,NULL,3437,3437
832,1,0,NULL,500,500,0,,NULL,3203,3203
833,1,0,NULL,900,900,0,,5614,NULL,NULL
834,4,1,1542.8571,900,7000,0,,NULL,3948,3948
836,33,2,8358.9070,200,10782,24,7188,NULL,NULL,NULL
837,66,5,23188.8189,400,32010,52,21340,NULL,NULL,NULL
838,29,5,1079.6610,500,10400,3,1400,NULL,NULL,NULL
839,49,4,26484.2194,500,36828,39,24552,NULL,NULL,NULL
840,35,3,26932.6713,500,36630,28,24420,NULL,NULL,NULL
841,1,0,NULL,800,800,0,,5772,NULL,NULL
842,1,0,NULL,700,700,0,,4918,NULL,NULL
843,7,1,2000.0000,100,9800,2,100,NULL,2970,2970
844,1,0,NULL,700,700,0,,NULL,46773,70160
845,13,1,27784.8000,300,37368,10,24912,NULL,NULL,NULL
846,64,3,43376.6438,300,48902,0,,NULL,NULL,NULL
847,57,2,8162.2945,500,41682,29,1400,NULL,NULL,NULL
848,42,2,10803.6304,100,13710,25,9140,NULL,NULL,NULL
849,34,3,14432.1111,600,48778,2,6500,NULL,NULL,NULL
850,1,0,NULL,300,300,0,,NULL,28838,43257
851,73,4,34981.3958,200,47939,4,2100,NULL,NULL,NULL
852,1,0,NULL,1100,1100,0,,NULL,3123,3123
853,37,3,18147.1212,100,24686,27,16457,NULL,NULL,NULL
854,66,5,11390.9874,700,15608,52,10405,NULL,NULL,NULL
855,72,5,15955.5970,600,20649,47,13766,NULL,NULL,NULL
856,36,3,14269.4466,900,19210,28,12807,NULL,NULL,NULL
857,1,0,NULL,1100,1100,0,,4529,NULL,NULL
858,30,2,25122.5829,900,34850,24,23233,NULL,NULL,NULL
859,18,1,12891.7197,200,16680,13,11120,NULL,NULL,NULL
860,75,6,14369.3553,200,19778,57,13185,NULL,NULL,NULL
861,66,5,19627.8050,1000,27040,53,18027,NULL,NULL,NULL
862,2,1,350.0000,200,4000,0,,NULL,44333,66500
863,127,6,43493.4885,100,49748,2,3300,NULL,NULL,NULL
864,27,1,7424.7379,300,9000,14,5549,NULL,NULL,NULL
865,1,0,NULL,900,900,0,,NULL,3441,3441
866,80,6,13991.1893,200,18966,60,12644,NULL,NULL,NULL
867,16,1,29101.9747,600,48072,0,,NULL,NULL,NULL
868,21,2,11049.7153,200,14307,15,9538,NULL,NULL,NULL
869,10,1,1984.6154,500,10900,0,,NULL,NULL,NULL
870,57,4,8040.5337,100,10266,37,6844,NULL,NULL,NULL
871,29,2,27545.8193,300,37466,23,24977,NULL,NULL,NULL
872,39,2,7393.9394,100,12900,19,4144,NULL,NULL,NULL
873,33,2,9209.7987,100,10416,16,6944,NULL,NULL,NULL
874,10,3,919.3548,100,5700,2,3600,NULL,16423,24634
875,1,0,NULL,300,300,0,,6607,NULL,NULL
876,1,0,NULL,1100,1100,0,,6187,NULL,NULL
877,53,3,7743.4239,400,9800,25,5443,NULL,NULL,NULL
878,5,2,534.7826,400,5100,0,,NULL,23416,35124
879,1,0,NULL,500,500,0,,NULL,3141,3141
880,5,1,1756.2500,700,11400,0,,NULL,16901,25352
882,76,6,12749.9002,300,17381,58,11587,NULL,NULL,NULL
883,65,5,17779.7364,800,24633,50,16422,NULL,NULL,NULL
884,1,0,NULL,500,500,0,,NULL,3389,3389
885,68,5,22713.4656,300,31557,55,21038,NULL,NULL,NULL
886,72,5,20202.4900,100,27704,55,18469,NULL,NULL,NULL
887,1,0,NULL,600,600,0,,4514,NULL,NULL
888,1,0,NULL,800,800,0,,6107,NULL,NULL
889,1,0,NULL,300,300,0,,4976,NULL,NULL
890,83,6,8074.0225,200,10700,59,7041,NULL,NULL,NULL
891,1,0,NULL,1000,1000,0,,5997,NULL,NULL
892,1,0,NULL,900,900,0,,6177,NULL,NULL
893,46,4,23917.8758,900,33195,36,22130,NULL,NULL,NULL
894,1,0,NULL,800,800,0,,6676,NULL,NULL
895,1,0,NULL,600,600,0,,NULL,2966,2966
896,44,3,10680.8229,600,14703,35,9802,NULL,NULL,NULL
897,117,6,35149.4709,600,49935,2,31241,NULL,NULL,NULL
898,35,3,19684.4636,200,26891,27,17927,NULL,NULL,NULL
899,4,2,405.2632,700,4600,0,,NULL,16266,24399
900,68,5,9976.8228,200,13388,46,8925,NULL,NULL,NULL
901,1,0,NULL,900,900,0,,4618,NULL,NULL
902,80,5,8991.8580,200,11596,55,7731,NULL,NULL,NULL
903,13,3,728.5714,100,7500,3,1100,NULL,3871,3871
904,59,5,20048.3806,300,27938,47,18625,NULL,NULL,NULL
905,26,2,10226.5385,1000,13896,20,9264,NULL,NULL,NULL
906,1,0,NULL,800,800,0,,NULL,3361,3361
907,24,5,857.1429,200,11700,3,2100,NULL,3178,3178
908,76,5,5438.0947,500,49016,57,600,NULL,NULL,NULL
909,1,0,NULL,900,900,0,,NULL,2925,2925
910,1,0,NULL,1100,1100,0,,5108,NULL,NULL
911,37,2,22153.8214,600,49983,0,,NULL,NULL,NULL
912,1,0,NULL,400,400,0,,NULL,3499,3499
913,43,3,15896.2979,300,20214,25,13476,NULL,NULL,NULL
914,1,0,NULL,800,800,0,,NULL,3448,3448
915,7,4,617.0213,400,11800,0,,NULL,38694,58041
