account_id,D_total_count,D_Total_Months,Total_D,D_monthly_average,D_min_val,D_max_val,D_count_of_the_mode,D_amount_mode,Pension,Base_Salary,Peak_Salary
480,24,23,608727,26698.5526,500,36494,19,24329,0,0,0
481,1,0,700,0.0000,700,700,0,,6633,0,0
483,1,0,1000,0.0000,1000,1000,0,,0,2911,2911
484,52,47,493963,10457.9323,600,14114,39,9409,0,0,0
485,123,73,2800675,38453.2037,300,49764,2,13900,0,0,0
486,62,37,315005,8430.1070,100,46073,37,1900,0,0,0
487,46,38,991472,26091.3684,900,48599,0,,0,0,0
488,23,30,63700,2123.3333,200,10400,2,5300,0,0,0
489,70,68,1196534,17674.0620,200,24537,55,16358,0,0,0
490,1,0,500,0.0000,500,500,0,,0,3063,3063
491,32,31,681317,21674.9841,600,30032,25,20021,0,0,0
492,72,63,405486,6439.6930,200,11500,52,5553,0,0,0
493,59,57,1068003,18769.8243,800,25694,47,17129,0,0,0
494,93,70,2173986,30924.4097,400,49088,2,2700,0,0,0
496,103,70,516004,7336.5498,100,10700,58,5404,0,0,0
497,70,69,1596328,23157.5629,400,32330,56,21553,0,0,0
498,69,62,1458983,23671.9794,300,31353,50,20902,0,0,0
500,43,30,1022848,34594.6336,200,49963,2,1000,0,0,0
501,57,39,1332338,34368.1341,200,49656,0,,0,0,0
502,8,13,27600,2123.0769,600,9900,0,,0,3747,3747
503,31,28,463784,16311.2778,700,21804,24,14536,0,0,0
504,1,0,1100,0.0000,1100,1100,0,,0,3463,3463
505,1,0,300,0.0000,300,300,0,,0,3332,3332
506,33,30,544400,18433.4086,400,24960,25,16640,0,0,0
507,35,30,201470,6649.1749,600,10000,25,5319,0,0,0
508,14,20,26200,1310.0000,100,8900,3,100,0,3975,3975
509,18,16,277041,17066.1807,500,22786,13,15191,0,0,0
510,69,68,1671469,24738.0710,600,48833,2,600,0,0,0
511,23,25,467891,18420.9055,300,46970,0,,0,0,0
512,25,23,546473,23588.7626,800,32680,19,21787,0,0,0
513,41,25,386005,15522.9893,400,17793,20,11862,0,0,0
514,35,33,444037,13496.5653,900,18322,27,12215,0,0,0
515,1,0,200,0.0000,200,200,0,,4126,0,0
516,1,0,500,0.0000,500,500,0,,6747,0,0
517,66,64,1642112,25846.4638,1100,35632,52,23755,0,0,0
518,1,0,200,0.0000,200,200,0,,5836,0,0
519,1,0,200,0.0000,200,200,0,,6987,0,0
520,1,0,1000,0.0000,1000,1000,0,,0,3498,3498
521,96,39,2623956,67051.6865,500,49372,0,,0,0,0
522,41,36,433124,12008.9834,400,16224,30,10816,0,0,0
523,68,65,832355,12831.7831,300,17762,53,11841,0,0,0
524,58,56,1186066,21116.9021,1000,29116,46,19411,0,0,0
525,45,34,948801,28126.5119,300,49522,0,,0,0,0
526,33,29,514366,17515.3008,400,24194,24,16129,0,0,0
528,1,0,300,0.0000,300,300,0,,4568,0,0
529,25,16,127180,8049.3671,700,9400,13,5016,0,0,0
530,2,16,2900,181.2500,600,2300,0,,0,24802,37203
531,1,0,1000,0.0000,1000,1000,0,,0,3216,3216
532,65,40,1693965,42384.4454,900,49781,0,,0,0,0
533,50,44,384824,8792.6276,300,11716,36,7811,0,0,0
534,22,19,302958,16057.8445,800,20847,15,13898,0,0,0
535,56,55,1241185,22404.0614,800,31010,45,20673,0,0,0
536,1,0,900,0.0000,900,900,0,,5012,0,0
537,1,0,500,0.0000,500,500,0,,6080,0,0
538,1,0,800,0.0000,800,800,0,,4039,0,0
539,95,71,2040737,28742.7746,200,49504,2,2000,0,0,0
540,143,63,580641,9221.4029,300,49850,63,1200,0,0,0
541,67,65,1398667,21584.3673,200,30159,53,20106,0,0,0
542,1,0,900,0.0000,900,900,0,,4125,0,0
543,17,39,41100,1053.8462,100,9700,2,3000,0,3583,3583
544,13,42,71000,1690.4762,400,9800,0,,0,22789,34184
545,67,61,777459,12682.8548,500,17169,50,11446,0,0,0
546,1,0,1100,0.0000,1100,1100,0,,4410,0,0
547,1,0,900,0.0000,900,900,0,,0,3410,3410
548,1,0,200,0.0000,200,200,0,,6444,0,0
549,27,25,387660,15589.5442,500,21052,20,14035,0,0,0
550,1,0,200,0.0000,200,200,0,,5880,0,0
551,88,68,377304,5529.6141,100,44584,68,1600,0,0,0
552,1,0,900,0.0000,900,900,0,,5145,0,0
553,115,43,268942,6249.6204,200,37298,44,800,0,0,0
554,87,35,230524,6542.7815,300,33568,35,1600,0,0,0
555,68,68,1655064,24386.9941,300,34002,55,22668,0,0,0
556,20,18,365439,20802.9791,500,27903,15,18602,0,0,0
557,1,0,600,0.0000,600,600,0,,0,3075,3075
558,44,30,320020,10561.7162,100,12504,25,8336,0,0,0
559,1,0,300,0.0000,300,300,0,,5672,0,0
560,54,40,449965,11202.4481,500,14444,33,9629,0,0,0
561,1,0,400,0.0000,400,400,0,,6082,0,0
562,170,71,662322,9363.6475,100,49169,140,1900,0,0,0
563,79,65,680644,10402.0988,100,14052,54,9368,0,0,0
564,13,12,247880,21006.7797,1100,28475,10,18983,0,0,0
565,1,0,700,0.0000,700,700,0,,5264,0,0
566,27,14,725146,52801.8932,700,49883,0,,0,0,0
567,62,30,226822,7453.0778,500,42784,30,600,0,0,0
568,48,45,608157,13494.6080,100,18446,37,12297,0,0,0
569,15,25,43700,1748.0000,100,14600,2,800,0,3111,3111
570,29,25,264875,10580.8921,800,14115,20,9410,0,0,0
571,1,0,200,0.0000,200,200,0,,4883,0,0
572,61,57,1237624,21586.4651,700,29703,47,19802,0,0,0
573,19,29,442505,15490.2567,500,46661,2,9700,0,0,0
574,8,63,69400,1101.5873,600,17300,0,,0,40486,60729
575,64,56,571208,10175.9145,200,13692,46,9128,0,0,0
576,1,0,900,0.0000,900,900,0,,6207,0,0
577,59,51,666986,13018.5947,200,17656,42,11771,0,0,0
578,2,1,2800,0.0000,900,1900,0,,0,18987,28480
579,17,12,94614,7840.9392,900,8632,10,5755,0,0,0
580,41,31,301520,9726.4516,300,11895,25,7930,0,0,0
581,1,0,500,0.0000,500,500,0,,4890,0,0
582,1,0,1100,0.0000,1100,1100,0,,4218,0,0
584,4,6,13700,2283.3333,200,9400,0,,0,3454,3454
585,9,11,35600,3236.3636,100,12200,0,,0,0,0
586,65,46,323704,7078.0758,300,49632,45,1200,0,0,0
587,20,30,52300,1743.3333,200,11400,2,3300,0,0,0
588,85,70,602650,8617.4929,100,11451,57,7634,0,0,0
589,22,20,452364,23001.5593,700,30407,16,20271,0,0,0
590,36,34,454556,13421.9291,1100,18132,28,12088,0,0,0
591,1,0,700,0.0000,700,700,0,,4182,0,0
592,1,0,300,0.0000,300,300,0,,5753,0,0
593,32,29,448657,15400.1259,800,20817,24,13878,0,0,0
594,1,0,500,0.0000,500,500,0,,0,3081,3081
595,41,24,1009288,41763.6414,200,49263,0,,0,0,0
596,62,51,1058045,20745.9804,700,27200,41,16909,0,0,0
597,62,61,1297550,21317.9080,300,29710,50,19807,0,0,0
598,32,22,312928,14117.0526,100,17508,18,11672,0,0,0
599,27,24,327910,13457.3187,600,17750,20,11833,0,0,0
600,25,21,399333,18748.0282,200,25496,17,16997,0,0,0
601,1,0,300,0.0000,300,300,0,,0,3345,3345
602,43,38,212457,5615.6035,200,9300,31,4787,0,0,0
603,36,31,433088,14199.6066,300,18423,25,12282,0,0,0
604,64,61,569298,9292.1328,800,12618,50,8412,0,0,0
605,25,23,264377,11732.7071,600,15473,19,10315,0,0,0
606,16,13,358872,27118.7909,600,34536,11,23024,0,0,0
607,1,0,600,0.0000,600,600,0,,0,3124,3124
608,1,0,600,0.0000,600,600,0,,4635,0,0
609,1,0,700,0.0000,700,700,0,,0,2956,2956
610,4,52,11000,211.5385,400,9100,0,,0,26217,39326
611,1,0,1000,0.0000,1000,1000,0,,0,3427,3427
612,1,0,300,0.0000,300,300,0,,0,2904,2904
613,2,1,8300,0.0000,600,7700,0,,0,12586,18879
614,1,0,200,0.0000,200,200,0,,5767,0,0
615,1,0,800,0.0000,800,800,0,,0,3144,3144
616,1,0,1100,0.0000,1100,1100,0,,6846,0,0
617,3,17,5800,341.1765,200,4200,0,,0,26072,39108
618,28,26,735132,27775.7683,700,37344,22,24896,0,0,0
619,58,39,1096664,27976.1224,200,48636,0,,0,0,0
620,19,32,47700,1490.6250,300,10900,2,2300,0,0,0
621,32,31,835644,27308.6275,400,36849,25,24566,0,0,0
622,20,18,477389,26521.6111,400,36638,15,24425,0,0,0
623,1,0,200,0.0000,200,200,0,,0,3108,3108
624,113,63,2825897,44879.2536,700,49862,0,,0,0,0
625,56,42,1624114,38638.7153,1000,49777,0,,0,0,0
626,105,62,530829,8561.7581,200,15100,50,5459,0,0,0
627,74,71,1727679,24276.5199,600,33524,59,22349,0,0,0
628,86,60,353900,5898.3333,100,7400,50,4543,0,0,0
629,1,0,500,0.0000,500,500,0,,4721,0,0
630,13,65,33800,520.0000,400,12600,2,600,0,3542,3542
631,20,32,50700,1584.3750,200,9700,2,2300,0,3592,3592
632,1,0,400,0.0000,400,400,0,,0,3200,3200
633,1,0,700,0.0000,700,700,0,,5036,0,0
635,69,49,1768352,35966.4814,200,49634,2,1000,0,0,0
636,1,0,1000,0.0000,1000,1000,0,,4584,0,0
637,7,17,26200,1541.1765,700,9400,0,,0,2902,2902
638,44,42,791187,18807.9319,1000,25971,35,17314,0,0,0
639,1,0,500,0.0000,500,500,0,,4373,0,0
640,1,0,1100,0.0000,1100,1100,0,,4337,0,0
641,20,18,481853,26819.2764,800,36866,15,24577,0,0,0
643,17,14,120267,8843.1618,1100,10652,11,7101,0,0,0
644,1,0,300,0.0000,300,300,0,,0,2958,2958
645,38,16,922801,57198.4091,600,49995,0,,0,0,0
646,42,36,375214,10520.0187,100,13954,30,9303,0,0,0
647,22,20,295048,15002.4407,1100,19790,16,13193,0,0,0
648,78,62,1327984,21419.0968,600,31900,50,17696,0,0,0
649,78,54,2004674,36828.0588,700,49987,0,,0,0,0
650,1,0,1100,0.0000,1100,1100,0,,6914,0,0
651,63,61,1340152,21838.4356,1000,30182,50,20121,0,0,0
652,87,72,1130172,15667.8189,100,20776,60,13851,0,0,0
653,18,16,268610,16788.1250,500,22758,13,15172,0,0,0
654,1,0,200,0.0000,200,200,0,,6092,0,0
655,70,69,1772881,25533.5718,1000,35438,57,23625,0,0,0
656,32,28,418912,14837.4970,500,20076,23,13384,0,0,0
657,111,65,451812,6947.3911,300,8300,54,4393,0,0,0
658,1,0,600,0.0000,600,600,0,,4655,0,0
659,11,21,37600,1790.4762,200,12400,0,,0,2911,2911
660,43,35,645537,18339.1193,300,24440,29,16293,0,0,0
662,63,53,310358,5815.5778,200,9200,44,5015,0,0,0
664,1,0,200,0.0000,200,200,0,,6559,0,0
665,57,40,444214,11179.8826,300,13266,33,8844,0,0,0
666,45,33,570288,17108.6400,200,21987,27,14658,0,0,0
669,1,0,700,0.0000,700,700,0,,0,2921,2921
671,20,14,87506,6371.7961,300,37522,14,1500,0,0,0
672,13,17,47500,2794.1176,300,15900,0,,0,0,0
673,16,12,223691,18285.3678,900,22437,10,14958,0,0,0
674,1,0,300,0.0000,300,300,0,,4675,0,0
675,65,41,520741,12711.3344,100,14307,34,9538,0,0,0
676,59,39,268086,6833.1181,100,9700,32,4689,0,0,0
677,17,15,364601,24252.8381,400,32991,12,21994,0,0,0
678,71,63,527260,8386.9565,200,11448,51,7632,0,0,0
679,20,17,314968,18347.6505,800,24792,14,16528,0,0,0
680,20,17,276762,16408.8142,300,21500,14,14333,0,0,0
682,1,0,800,0.0000,800,800,0,,0,3021,3021
683,31,29,733787,25216.0481,300,34895,24,23263,0,0,0
684,1,0,200,0.0000,200,200,0,,0,2904,2904
685,61,48,1438314,30132.2765,200,49210,0,,0,0,0
686,78,69,810581,11724.8939,300,15800,57,10533,0,0,0
687,34,31,434557,14093.7405,200,18947,25,12631,0,0,0
688,24,55,43200,785.4545,300,11900,3,1600,0,3764,3764
689,51,32,1235973,38304.9483,300,48990,0,,0,0,0
690,33,29,601356,20524.0956,500,28288,24,18859,0,0,0
691,37,34,196884,5751.2366,1100,7520,28,5013,0,0,0
692,29,27,531042,19914.0750,800,26656,22,17771,0,0,0
693,59,55,1048341,19141.9537,200,26434,45,17623,0,0,0
694,1,0,500,0.0000,500,500,0,,6318,0,0
695,34,32,810770,25389.4572,600,34683,26,23122,0,0,0
696,1,0,700,0.0000,700,700,0,,6904,0,0
697,73,71,1683298,23854.0104,200,33101,58,22067,0,0,0
698,31,27,461562,17201.0683,800,22854,22,15236,0,0,0
699,106,64,2483749,38869.3114,100,49915,0,,0,0,0
700,82,55,331440,6004.3478,200,9700,45,4144,0,0,0
701,126,67,443855,6595.1709,200,46345,67,300,0,0,0
702,1,0,800,0.0000,800,800,0,,4220,0,0
703,7,10,26600,2660.0000,300,9800,2,4900,0,3459,3459
704,74,72,1367112,18891.4602,1000,26216,60,17477,0,0,0
705,24,17,132677,7698.8588,200,9363,14,6242,0,0,0
706,33,32,637370,20169.9367,1000,27273,26,18182,0,0,0
708,15,29,39800,1372.4138,300,10300,2,800,0,0,0
709,66,53,1453300,27438.0113,100,49690,2,6100,0,0,0
710,1,0,200,0.0000,200,200,0,,4800,0,0
711,65,54,647894,12005.4478,300,15846,45,10564,0,0,0
712,40,25,1159717,46637.4129,1100,49324,0,,0,0,0
713,1,0,500,0.0000,500,500,0,,5670,0,0
714,1,0,600,0.0000,600,600,0,,5674,0,0
715,30,28,493705,17404.4066,500,24172,23,16115,0,0,0
716,52,51,1091686,21252.8099,1000,29478,42,19652,0,0,0
717,71,69,1510476,21997.2233,400,30561,56,20374,0,0,0
718,59,34,1407255,41308.8552,500,49588,0,,0,0,0
719,39,61,90600,1485.2459,100,11400,4,1200,0,2987,2987
720,53,41,287934,6966.1452,100,10300,34,5875,0,0,0
721,1,0,500,0.0000,500,500,0,,0,3292,3292
722,22,18,465270,25240.6872,500,47545,0,,0,0,0
725,15,29,34100,1175.8621,100,10500,2,3800,0,3919,3919
726,76,59,382544,6494.8048,100,8319,49,5546,0,0,0
727,9,11,34000,3090.9091,400,12300,0,,0,0,0
728,44,37,336760,9118.0505,300,12110,30,8073,0,0,0
729,1,0,900,0.0000,900,900,0,,0,3080,3080
730,115,64,2865856,44709.1420,800,49669,2,11700,0,0,0
731,1,0,600,0.0000,600,600,0,,4059,0,0
732,32,30,576325,18916.5755,600,25400,25,16933,0,0,0
733,75,43,1999707,46111.6141,700,49440,0,,0,0,0
734,1,0,300,0.0000,300,300,0,,0,3410,3410
735,1,0,500,0.0000,500,500,0,,6048,0,0
736,1,0,500,0.0000,500,500,0,,4031,0,0
737,1,0,700,0.0000,700,700,0,,4497,0,0
738,68,66,1672405,25174.1846,300,35020,55,23347,0,0,0
739,35,33,851532,25545.9600,400,35418,27,23612,0,0,0
740,29,56,67200,1200.0000,100,13800,2,2300,0,0,0
741,109,54,511697,9499.3255,500,48926,53,1300,0,0,0
742,1,0,400,0.0000,400,400,0,,4263,0,0
743,1,0,500,0.0000,500,500,0,,4440,0,0
744,1,0,400,0.0000,400,400,0,,5740,0,0
745,1,0,1100,0.0000,1100,1100,0,,4738,0,0
746,1,0,500,0.0000,500,500,0,,5178,0,0
747,102,65,369540,5685.2308,300,10400,54,4009,0,0,0
748,105,69,872112,12651.5280,100,18900,56,9738,0,0,0
749,28,21,222363,10639.3780,600,12382,17,8255,0,0,0
750,70,64,1163444,18207.2613,400,25236,52,16824,0,0,0
751,1,0,900,0.0000,900,900,0,,4350,0,0
752,25,23,294927,12749.0058,700,17258,19,11505,0,0,0
753,1,0,1100,0.0000,1100,1100,0,,6661,0,0
754,1,0,800,0.0000,800,800,0,,6248,0,0
755,17,15,410420,27983.1818,900,37020,12,24680,0,0,0
756,39,47,94700,2014.8936,200,9800,3,3500,0,0,0
757,75,66,563034,8574.1218,100,11622,54,7748,0,0,0
758,8,11,34800,3163.6364,800,12600,2,800,0,0,0
759,44,65,129200,1987.6923,300,10700,3,2400,0,2928,2928
760,21,19,229839,12290.8556,300,16046,15,10697,0,0,0
761,36,56,98600,1760.7143,100,12800,2,4700,0,0,0
762,1,0,900,0.0000,900,900,0,,5984,0,0
763,65,46,606500,13127.7056,500,16689,38,11126,0,0,0
764,1,0,1100,0.0000,1100,1100,0,,6238,0,0
765,41,24,148391,6123.4250,100,41078,24,600,0,0,0
766,38,32,717238,22297.5544,100,30092,26,20061,0,0,0
767,47,45,921412,20475.8222,200,28182,37,18788,0,0,0
768,30,18,119411,6810.5133,200,6600,15,4221,0,0,0
770,33,27,289432,10719.7037,100,14086,22,9391,0,0,0
771,37,35,762408,21803.8513,700,30024,29,20016,0,0,0
772,72,72,1849199,25766.8230,500,36014,59,24009,0,0,0
773,79,67,964121,14432.9491,600,19341,55,12894,0,0,0
774,166,68,521838,7715.6925,100,49556,134,1200,0,0,0
775,51,48,1057772,21839.7522,300,30429,40,20286,0,0,0
776,32,31,662204,21224.4872,700,29184,25,19456,0,0,0
777,25,12,659519,56369.1453,300,49952,0,,0,0,0
778,18,26,57400,2207.6923,100,14100,0,,0,0,0
779,30,28,483962,17202.4408,300,23526,23,15684,0,0,0
780,34,32,713562,22252.4532,600,30328,26,20219,0,0,0
781,1,0,700,0.0000,700,700,0,,0,3081,3081
782,16,14,383393,28259.9263,500,36890,11,24593,0,0,0
783,1,0,1000,0.0000,1000,1000,0,,4864,0,0
784,59,57,1409304,24870.0706,200,34596,46,23064,0,0,0
785,6,13,10200,784.6154,300,4900,2,1600,0,26015,39022
786,42,41,764418,18843.5004,900,26201,33,17467,0,0,0
787,73,62,474804,7691.2095,400,10164,50,6776,0,0,0
788,1,0,900,0.0000,900,900,0,,5473,0,0
789,53,47,303992,6490.9324,200,8538,39,5692,0,0,0
790,91,69,1887874,27546.7996,300,49798,0,,0,0,0
791,1,0,700,0.0000,700,700,0,,4854,0,0
792,6,8,20000,2500.0000,200,9600,0,,0,3599,3599
793,1,0,800,0.0000,800,800,0,,0,3401,3401
794,1,0,900,0.0000,900,900,0,,0,3022,3022
795,79,47,355764,7564.0822,800,14300,39,4464,0,0,0
796,18,22,195107,8868.5000,300,49166,2,700,0,0,0
797,1,0,900,0.0000,900,900,0,,0,34263,51394
798,20,30,53600,1786.6667,100,10800,2,1600,0,3273,3273
799,16,31,40000,1290.3226,200,11400,2,1200,0,0,0
800,8,12,35000,2916.6667,600,13200,0,,0,3753,3753
801,22,17,123884,7330.4142,100,9096,14,6064,0,0,0
802,1,0,300,0.0000,300,300,0,,5376,0,0
803,56,40,1293394,32200.6805,500,49286,2,1700,0,0,0
804,44,34,338288,9824.4337,500,12008,28,8005,0,0,0
805,7,25,40500,1620.0000,100,12400,0,,0,14244,21366
806,1,0,300,0.0000,300,300,0,,0,3447,3447
807,23,41,131400,3204.8780,800,10800,3,5800,0,20229,30344
808,44,42,703210,16572.1131,200,23130,35,15420,0,0,0
809,37,36,766002,21179.7788,900,29427,30,19618,0,0,0
810,1,0,200,0.0000,200,200,0,,4798,0,0
811,2,6,400,66.6667,100,300,0,,0,31030,46545
812,31,28,605447,21778.6691,1000,29324,23,19549,0,0,0
813,13,65,32400,498.4615,500,6300,2,1800,0,12154,18231
814,1,0,300,0.0000,300,300,0,,6760,0,0
815,1,0,300,0.0000,300,300,0,,0,2924,2924
816,118,65,2808368,43073.1288,200,48708,2,500,0,0,0
817,58,57,1326256,23092.0952,200,32082,47,21388,0,0,0
819,47,44,927572,20938.4199,600,28862,36,19241,0,0,0
820,50,38,527883,13989.8322,100,17060,31,11373,0,0,0
821,11,33,28000,848.4848,300,10400,2,900,0,3901,3901
822,1,0,500,0.0000,500,500,0,,6911,0,0
823,1,0,1100,0.0000,1100,1100,0,,0,3284,3284
824,46,33,331560,9996.7839,100,12165,27,8110,0,0,0
825,48,34,618886,18437.5174,100,23817,28,15878,0,0,0
826,32,26,262751,9940.1387,700,12567,22,8378,0,0,0
827,1,0,1000,0.0000,1000,1000,0,,0,3391,3391
828,27,22,335650,15029.1045,200,19917,19,13278,0,0,0
829,1,0,800,0.0000,800,800,0,,0,3181,3181
830,72,71,1265654,17834.4857,200,24935,58,16623,0,0,0
831,1,0,1000,0.0000,1000,1000,0,,0,3437,3437
832,1,0,500,0.0000,500,500,0,,0,3203,3203
833,1,0,900,0.0000,900,900,0,,5614,0,0
834,4,7,10800,1542.8571,900,7000,0,,0,3948,3948
836,33,29,239622,8358.9070,200,10782,24,7188,0,0,0
837,66,64,1472490,23188.8189,400,32010,52,21340,0,0,0
838,29,59,63700,1079.6610,500,10400,3,1400,0,0,0
839,49,47,1255352,26484.2194,500,36828,39,24552,0,0,0
840,35,34,904040,26932.6713,500,36630,28,24420,0,0,0
841,1,0,800,0.0000,800,800,0,,5772,0,0
842,1,0,700,0.0000,700,700,0,,4918,0,0
843,7,9,18000,2000.0000,100,9800,2,100,0,2970,2970
844,1,0,700,0.0000,700,700,0,,0,46773,70160
845,13,12,324156,27784.8000,300,37368,10,24912,0,0,0
846,64,34,1473360,43376.6438,300,48902,0,,0,0,0
847,57,29,238339,8162.2945,500,41682,29,1400,0,0,0
848,42,30,327350,10803.6304,100,13710,25,9140,0,0,0
849,34,36,519556,14432.1111,600,48778,2,6500,0,0,0
850,1,0,300,0.0000,300,300,0,,0,28838,43257
851,73,48,1679107,34981.3958,200,47939,4,2100,0,0,0
852,1,0,1100,0.0000,1100,1100,0,,0,3123,3123
853,37,33,598855,18147.1212,100,24686,27,16457,0,0,0
854,66,63,722948,11390.9874,700,15608,52,10405,0,0,0
855,72,57,913192,15955.5970,600,20649,47,13766,0,0,0
856,36,34,481356,14269.4466,900,19210,28,12807,0,0,0
857,1,0,1100,0.0000,1100,1100,0,,4529,0,0
858,30,29,732742,25122.5829,900,34850,24,23233,0,0,0
859,18,16,202400,12891.7197,200,16680,13,11120,0,0,0
860,75,70,1002981,14369.3553,200,19778,57,13185,0,0,0
861,66,64,1254871,19627.8050,1000,27040,53,18027,0,0,0
862,2,12,4200,350.0000,200,4000,0,,0,44333,66500
863,127,68,2959007,43493.4885,100,49748,2,3300,0,0,0
864,27,17,127458,7424.7379,300,9000,14,5549,0,0,0
865,1,0,900,0.0000,900,900,0,,0,3441,3441
866,80,72,1007832,13991.1893,200,18966,60,12644,0,0,0
867,16,13,383176,29101.9747,600,48072,0,,0,0,0
868,21,19,206998,11049.7153,200,14307,15,9538,0,0,0
869,10,13,25800,1984.6154,500,10900,0,,0,0,0
870,57,45,361556,8040.5337,100,10266,37,6844,0,0,0
871,29,28,762101,27545.8193,300,37466,23,24977,0,0,0
872,39,23,170800,7393.9394,100,12900,19,4144,0,0,0
873,33,20,182968,9209.7987,100,10416,16,6944,0,0,0
874,10,31,28500,919.3548,100,5700,2,3600,0,16423,24634
875,1,0,300,0.0000,300,300,0,,6607,0,0
876,1,0,1100,0.0000,1100,1100,0,,6187,0,0
877,53,31,237465,7743.4239,400,9800,25,5443,0,0,0
878,5,23,12300,534.7826,400,5100,0,,0,23416,35124
879,1,0,500,0.0000,500,500,0,,0,3141,3141
880,5,16,28100,1756.2500,700,11400,0,,0,16901,25352
882,76,70,894618,12749.9002,300,17381,58,11587,0,0,0
883,65,61,1079230,17779.7364,800,24633,50,16422,0,0,0
884,1,0,500,0.0000,500,500,0,,0,3389,3389
885,68,66,1507417,22713.4656,300,31557,55,21038,0,0,0
886,72,67,1344139,20202.4900,100,27704,55,18469,0,0,0
887,1,0,600,0.0000,600,600,0,,4514,0,0
888,1,0,800,0.0000,800,800,0,,6107,0,0
889,1,0,300,0.0000,300,300,0,,4976,0,0
890,83,71,574063,8074.0225,200,10700,59,7041,0,0,0
891,1,0,1000,0.0000,1000,1000,0,,5997,0,0
892,1,0,900,0.0000,900,900,0,,6177,0,0
893,46,45,1065940,23917.8758,900,33195,36,22130,0,0,0
894,1,0,800,0.0000,800,800,0,,6676,0,0
895,1,0,600,0.0000,600,600,0,,0,2966,2966
896,44,43,454291,10680.8229,600,14703,35,9802,0,0,0
897,117,69,2413597,35149.4709,600,49935,2,31241,0,0,0
898,35,33,648275,19684.4636,200,26891,27,17927,0,0,0
899,4,19,7700,405.2632,700,4600,0,,0,16266,24399
900,68,56,561030,9976.8228,200,13388,46,8925,0,0,0
901,1,0,900,0.0000,900,900,0,,4618,0,0
902,80,66,595261,8991.8580,200,11596,55,7731,0,0,0
903,13,35,25500,728.5714,100,7500,3,1100,0,3871,3871
904,59,58,1155455,20048.3806,300,27938,47,18625,0,0,0
905,26,24,248164,10226.5385,1000,13896,20,9264,0,0,0
906,1,0,800,0.0000,800,800,0,,0,3361,3361
907,24,56,48000,857.1429,200,11700,3,2100,0,3178,3178
908,76,56,306346,5438.0947,500,49016,57,600,0,0,0
909,1,0,900,0.0000,900,900,0,,0,2925,2925
910,1,0,1100,0.0000,1100,1100,0,,5108,0,0
911,37,28,620307,22153.8214,600,49983,0,,0,0,0
912,1,0,400,0.0000,400,400,0,,0,3499,3499
913,43,31,498084,15896.2979,300,20214,25,13476,0,0,0
914,1,0,800,0.0000,800,800,0,,0,3448,3448
915,7,47,29000,617.0213,400,11800,0,,0,38694,58041
916,30,28,483041,17129.1135,600,23486,23,15657,0,0,0
917,57,39,363156,9416.3181,200,10640,32,7093,0,0,0
918,31,29,463347,16257.7895,400,47352,2,12500,0,0,0
919,27,22,267352,12434.9767,100,16047,18,10698,0,0,0
920,1,0,800,0.0000,800,800,0,,5318,0,0
921,1,0,500,0.0000,500,500,0,,6622,0,0
922,78,44,331584,7507.5623,100,12100,36,4208,0,0,0
923,1,0,1100,0.0000,1100,1100,0,,5678,0,0
924,5,10,16900,1690.0000,400,10100,0,,0,3319,3319
925,72,71,1410700,20009.9291,500,27750,58,18500,0,0,0
926,1,0,1100,0.0000,1100,1100,0,,4714,0,0
927,22,20,267248,13186.5789,400,17901,16,11934,0,0,0
928,111,68,658008,9624.6904,200,16700,56,6842,0,0,0
929,80,66,661325,10009.9647,100,13240,55,8827,0,0,0
930,85,65,1053962,16156.8012,100,21052,54,14035,0,0,0
931,88,63,396648,6309.3531,100,8000,51,5211,0,0,0
932,1,0,900,0.0000,900,900,0,,4756,0,0
933,1,0,800,0.0000,800,800,0,,6583,0,0
934,1,0,300,0.0000,300,300,0,,6025,0,0
935,1,0,500,0.0000,500,500,0,,0,3177,3177
936,1,0,700,0.0000,700,700,0,,4507,0,0
937,1,0,900,0.0000,900,900,0,,4435,0,0
938,19,12,84300,6928.7671,200,12600,10,4923,0,0,0
939,1,0,1100,0.0000,1100,1100,0,,0,3163,3163
940,8,46,31800,691.3043,300,10900,0,,0,37837,56756
941,66,55,376925,6853.1818,200,9800,45,5807,0,0,0
942,167,65,421619,6486.4462,200,45515,68,600,0,0,0
943,1,0,800,0.0000,800,800,0,,0,3217,3217
944,74,70,1292846,18460.4379,400,25390,58,16927,0,0,0
945,18,28,297568,10627.4286,600,39594,2,5000,0,0,0
946,38,36,685422,19217.4393,1100,26212,30,17475,0,0,0
947,104,68,435382,6424.7221,500,19100,55,4034,0,0,0
949,8,25,32200,1288.0000,700,8200,0,,0,13201,19802
950,78,64,1494969,23225.8260,200,29386,53,19591,0,0,0
951,1,0,1100,0.0000,1100,1100,0,,4479,0,0
952,19,13,171302,13109.8469,400,16924,10,11283,0,0,0
953,22,39,44000,1128.2051,100,8300,2,1800,0,2930,2930
954,53,36,259858,7299.3820,200,9800,30,5322,0,0,0
955,35,29,460924,15659.9321,400,20792,24,13861,0,0,0
956,105,61,458720,7499.5095,100,39049,62,1100,0,0,0
957,20,35,39700,1134.2857,100,10400,3,600,0,3189,3189
958,1,0,200,0.0000,200,200,0,,6491,0,0
959,1,0,1000,0.0000,1000,1000,0,,4703,0,0
960,5,48,40700,847.9167,200,23600,0,,0,40011,60016
961,16,14,212551,15439.5400,300,20182,11,13455,0,0,0
